      0.0000       0.5000      0.0000      -0.5000      0.0000
      0.0050       0.5000      0.0050      -0.5000     -0.0050
      0.0100       0.4999      0.0100      -0.4999     -0.0100
      0.0150       0.4998      0.0150      -0.4998     -0.0150
      0.0200       0.4996      0.0200      -0.4996     -0.0200
      0.0250       0.4994      0.0250      -0.4994     -0.0250
      0.0300       0.4991      0.0300      -0.4991     -0.0300
      0.0350       0.4988      0.0350      -0.4988     -0.0350
      0.0400       0.4984      0.0400      -0.4984     -0.0400
      0.0450       0.4980      0.0449      -0.4980     -0.0449
      0.0500       0.4975      0.0499      -0.4975     -0.0499
      0.0550       0.4970      0.0549      -0.4970     -0.0549
      0.0600       0.4964      0.0599      -0.4964     -0.0599
      0.0650       0.4958      0.0648      -0.4958     -0.0648
      0.0700       0.4951      0.0698      -0.4951     -0.0698
      0.0750       0.4944      0.0747      -0.4944     -0.0747
      0.0800       0.4936      0.0797      -0.4936     -0.0797
      0.0850       0.4928      0.0846      -0.4928     -0.0846
      0.0900       0.4919      0.0895      -0.4919     -0.0895
      0.0950       0.4910      0.0944      -0.4910     -0.0944
      0.1000       0.4900      0.0993      -0.4900     -0.0993
      0.1050       0.4890      0.1042      -0.4890     -0.1042
      0.1100       0.4880      0.1091      -0.4880     -0.1091
      0.1150       0.4868      0.1140      -0.4868     -0.1140
      0.1200       0.4857      0.1189      -0.4857     -0.1189
      0.1250       0.4845      0.1237      -0.4845     -0.1237
      0.1300       0.4832      0.1285      -0.4832     -0.1285
      0.1350       0.4819      0.1334      -0.4819     -0.1334
      0.1400       0.4805      0.1382      -0.4805     -0.1382
      0.1450       0.4791      0.1430      -0.4791     -0.1430
      0.1500       0.4777      0.1478      -0.4777     -0.1478
      0.1550       0.4762      0.1525      -0.4762     -0.1525
      0.1600       0.4746      0.1573      -0.4746     -0.1573
      0.1650       0.4730      0.1620      -0.4730     -0.1620
      0.1700       0.4714      0.1667      -0.4714     -0.1667
      0.1750       0.4697      0.1714      -0.4697     -0.1714
      0.1800       0.4680      0.1761      -0.4680     -0.1761
      0.1850       0.4662      0.1808      -0.4662     -0.1808
      0.1900       0.4643      0.1855      -0.4643     -0.1855
      0.1950       0.4625      0.1901      -0.4625     -0.1901
      0.2000       0.4605      0.1947      -0.4605     -0.1947
      0.2050       0.4586      0.1993      -0.4586     -0.1993
      0.2100       0.4566      0.2039      -0.4566     -0.2039
      0.2150       0.4545      0.2084      -0.4545     -0.2084
      0.2200       0.4524      0.2130      -0.4524     -0.2130
      0.2250       0.4502      0.2175      -0.4502     -0.2175
      0.2300       0.4480      0.2220      -0.4480     -0.2220
      0.2350       0.4458      0.2264      -0.4458     -0.2264
      0.2400       0.4435      0.2309      -0.4435     -0.2309
      0.2450       0.4412      0.2353      -0.4412     -0.2353
      0.2500       0.4388      0.2397      -0.4388     -0.2397
      0.2550       0.4364      0.2441      -0.4364     -0.2441
      0.2600       0.4339      0.2484      -0.4339     -0.2484
      0.2650       0.4314      0.2528      -0.4314     -0.2528
      0.2700       0.4289      0.2571      -0.4289     -0.2571
      0.2750       0.4263      0.2613      -0.4263     -0.2613
      0.2800       0.4236      0.2656      -0.4236     -0.2656
      0.2850       0.4210      0.2698      -0.4210     -0.2698
      0.2900       0.4182      0.2740      -0.4182     -0.2740
      0.2950       0.4155      0.2782      -0.4155     -0.2782
      0.3000       0.4127      0.2823      -0.4127     -0.2823
      0.3050       0.4098      0.2864      -0.4098     -0.2864
      0.3100       0.4070      0.2905      -0.4070     -0.2905
      0.3150       0.4040      0.2946      -0.4040     -0.2946
      0.3200       0.4011      0.2986      -0.4011     -0.2986
      0.3250       0.3981      0.3026      -0.3981     -0.3026
      0.3300       0.3950      0.3066      -0.3950     -0.3066
      0.3350       0.3919      0.3105      -0.3919     -0.3105
      0.3400       0.3888      0.3144      -0.3888     -0.3144
      0.3450       0.3856      0.3183      -0.3856     -0.3183
      0.3500       0.3824      0.3221      -0.3824     -0.3221
      0.3550       0.3792      0.3259      -0.3792     -0.3259
      0.3600       0.3759      0.3297      -0.3759     -0.3297
      0.3650       0.3726      0.3334      -0.3726     -0.3334
      0.3700       0.3693      0.3371      -0.3693     -0.3371
      0.3750       0.3659      0.3408      -0.3659     -0.3408
      0.3800       0.3624      0.3445      -0.3624     -0.3445
      0.3850       0.3590      0.3481      -0.3590     -0.3481
      0.3900       0.3555      0.3516      -0.3555     -0.3516
      0.3950       0.3519      0.3552      -0.3519     -0.3552
      0.4000       0.3484      0.3587      -0.3484     -0.3587
      0.4050       0.3448      0.3621      -0.3448     -0.3621
      0.4100       0.3411      0.3656      -0.3411     -0.3656
      0.4150       0.3375      0.3690      -0.3375     -0.3690
      0.4200       0.3338      0.3723      -0.3338     -0.3723
      0.4250       0.3300      0.3756      -0.3300     -0.3756
      0.4300       0.3262      0.3789      -0.3262     -0.3789
      0.4350       0.3224      0.3822      -0.3224     -0.3822
      0.4400       0.3186      0.3854      -0.3186     -0.3854
      0.4450       0.3147      0.3885      -0.3147     -0.3885
      0.4500       0.3108      0.3917      -0.3108     -0.3917
      0.4550       0.3069      0.3948      -0.3069     -0.3948
      0.4600       0.3029      0.3978      -0.3029     -0.3978
      0.4650       0.2989      0.4008      -0.2989     -0.4008
      0.4700       0.2949      0.4038      -0.2949     -0.4038
      0.4750       0.2909      0.4067      -0.2909     -0.4067
      0.4800       0.2868      0.4096      -0.2868     -0.4096
      0.4850       0.2827      0.4124      -0.2827     -0.4124
      0.4900       0.2785      0.4153      -0.2785     -0.4153
      0.4950       0.2744      0.4180      -0.2744     -0.4180
      0.5000       0.2702      0.4207      -0.2702     -0.4207
      0.5050       0.2660      0.4234      -0.2660     -0.4234
      0.5100       0.2617      0.4261      -0.2617     -0.4261
      0.5150       0.2574      0.4287      -0.2574     -0.4287
      0.5200       0.2531      0.4312      -0.2531     -0.4312
      0.5250       0.2488      0.4337      -0.2488     -0.4337
      0.5300       0.2445      0.4362      -0.2445     -0.4362
      0.5350       0.2401      0.4386      -0.2401     -0.4386
      0.5400       0.2357      0.4410      -0.2357     -0.4410
      0.5450       0.2313      0.4433      -0.2313     -0.4433
      0.5500       0.2268      0.4456      -0.2268     -0.4456
      0.5550       0.2224      0.4479      -0.2224     -0.4479
      0.5600       0.2179      0.4501      -0.2179     -0.4501
      0.5650       0.2134      0.4522      -0.2134     -0.4522
      0.5700       0.2088      0.4543      -0.2088     -0.4543
      0.5750       0.2043      0.4564      -0.2043     -0.4564
      0.5800       0.1997      0.4584      -0.1997     -0.4584
      0.5850       0.1951      0.4604      -0.1951     -0.4604
      0.5900       0.1905      0.4623      -0.1905     -0.4623
      0.5950       0.1859      0.4642      -0.1859     -0.4642
      0.6000       0.1812      0.4660      -0.1812     -0.4660
      0.6050       0.1766      0.4678      -0.1766     -0.4678
      0.6100       0.1719      0.4696      -0.1719     -0.4696
      0.6150       0.1672      0.4713      -0.1672     -0.4713
      0.6200       0.1624      0.4729      -0.1624     -0.4729
      0.6250       0.1577      0.4745      -0.1577     -0.4745
      0.6300       0.1530      0.4761      -0.1530     -0.4761
      0.6350       0.1482      0.4776      -0.1482     -0.4776
      0.6400       0.1434      0.4790      -0.1434     -0.4790
      0.6450       0.1386      0.4804      -0.1386     -0.4804
      0.6500       0.1338      0.4818      -0.1338     -0.4818
      0.6550       0.1290      0.4831      -0.1290     -0.4831
      0.6600       0.1241      0.4844      -0.1241     -0.4844
      0.6650       0.1193      0.4856      -0.1193     -0.4856
      0.6700       0.1144      0.4868      -0.1144     -0.4868
      0.6750       0.1096      0.4879      -0.1096     -0.4879
      0.6800       0.1047      0.4890      -0.1047     -0.4890
      0.6850       0.0998      0.4900      -0.0998     -0.4900
      0.6900       0.0949      0.4910      -0.0949     -0.4910
      0.6950       0.0900      0.4919      -0.0900     -0.4919
      0.7000       0.0850      0.4928      -0.0850     -0.4928
      0.7050       0.0801      0.4936      -0.0801     -0.4936
      0.7100       0.0752      0.4944      -0.0752     -0.4944
      0.7150       0.0702      0.4951      -0.0702     -0.4951
      0.7200       0.0653      0.4958      -0.0653     -0.4958
      0.7250       0.0603      0.4964      -0.0603     -0.4964
      0.7300       0.0553      0.4970      -0.0553     -0.4970
      0.7350       0.0504      0.4975      -0.0504     -0.4975
      0.7400       0.0454      0.4980      -0.0454     -0.4980
      0.7450       0.0404      0.4984      -0.0404     -0.4984
      0.7500       0.0354      0.4988      -0.0354     -0.4988
      0.7550       0.0304      0.4991      -0.0304     -0.4991
      0.7600       0.0254      0.4994      -0.0254     -0.4994
      0.7650       0.0205      0.4996      -0.0205     -0.4996
